,left,query,right
242,Karl Bath and Oscar Cullman He returned to Edinburgh in July of 1957 and from then until February 1958,he,travelled around Scotland as a probationer filling preaching vacancies In 1958 Alec Cheyne answered a call to the
243,Broadcast of the service comemorating the centenary of the death of Henry Duncan at which John Baillie was preacher,he,gave a biographical talk on Duncan 's life and work and An essay written by John Baillie as
244,Christianity and what the Bible says on this issue and Correspondence and related items received by John Baillie while,he,was in France with the YMCA from friends colleagues in others in mostly Britain the United States and
245,associated with it Annotated as having been marked by Alexander Martin and Letters received by Peter Baillie primarily while,he,was in India and letters to the family following his death and 3 booklets of lecture and other
246,to lecture and other invitations from various academic institutions in the United States and Canada to John Baillie which,he,declined to accept and 1 booklets of notes taken at 36 lectures on the New Testament at New
247,Jesus Christ and minutes of meetings and papers discussed and Notes made by John Baillie most probably for lectures,he,gave on Logic while studying at New College Edinburgh containing basic terminology remarks on student 's work and
248,and Notebook of notes and quotations on theological matters arranged by subject and Letters from Florence Jewel Fowler to,her,aunts Mary Sarah Fowler and her father Richard Fowler letters from John Baillie to Mai Fowler and Review
249,on theological matters arranged by subject and Letters from Florence Jewel Fowler to her aunts Mary Sarah Fowler and,her,father Richard Fowler letters from John Baillie to Mai Fowler and Review by John Baillie of The Seed
250,taken by Florence Jewel Baillie on history culture geography and other aspects of New Zealand correspondence including letters to,her,mother lists and itineraries and Broadcast by John Baillie of a prayer and Correspondence books consists of letters
251,from when they first met until the year before John Baillie died and Letters to Florence Jewel Baillie from,her,mother Florence Fowler covering personal family and social matters and Broadcast by John Baillie talking of his time
252,by John Baillie focusing largely on Scottish history and Scots in Canada and Letters to Florence Jewel Baillie from,her,father Richard Fowler covering personal family and social matters and Letters received by Donald Macpherson Baillie primarily from
253,of letters notes press cuttings and related material and The papers relating to Annie Baillie consist of letters from,her,son Donald Macpherson Baillieletters from her husband John Baillieletters from her son John Baillieletters from her nephew Peter
254,related material and The papers relating to Annie Baillie consist of letters from her son Donald Macpherson Baillieletters from,her,husband John Baillieletters from her son John Baillieletters from her nephew Peter Baillieother correspondence and Leaflets booklets and
255,relating to Annie Baillie consist of letters from her son Donald Macpherson Baillieletters from her husband John Baillieletters from,her,son John Baillieletters from her nephew Peter Baillieother correspondence and Leaflets booklets and maps relating to New Zealand
256,of letters from her son Donald Macpherson Baillieletters from her husband John Baillieletters from her son John Baillieletters from,her,nephew Peter Baillieother correspondence and Leaflets booklets and maps relating to New Zealand and 2 excercise books of
257,Gallant 's life during this period including meeting both John and Donald Macpherson Baillie aspects of the war and,her,time in France and minutes agendas booklets and bulletins and Personal and professional papers of John Baillie school
258,and The papers relating to Elizabeth Catherine Elsa Gallant consist of personal diaryphotographs of Elizabeth Catherine Gallant and of,her,gravestone and Broadcast by John Baillie examining Scotland 's influence on the world and Correspondence and related items
259,the First World War including poet friend William Watson Willie Peploe John Jeannie Jane Mary MacColl his cousin and,her,husband Sir Duncan Colvin Baillie his cousin Hugh Ross Mackintosh and James Seth and Broadcast by John Baillie
260,from the University of Edinburgh and Commemorative publications leaflets programmes of events and Letters to Florence Jewel Baillie from,her,aunts Mary and Sarah Fowler covering personal family and social matters and Newspaper accounts of the wedding of
261,Donald Macpherson and Peter Baillie and she lived with the family throughout much of their young life She spent,her,working life as a nurse and became matron of Newcastle General Hospital John Baillie gave sermons throught the
262,Baillie and after the end of the war they married at Leamington Spa Jewel took an active interest in,her,husband 's work accompanying when he travelled sitting on charitable committees looking after missionary furlough houses and much
263,Baillie corresponded extensively with members of the extended Fowler and Pearse families and with many friends and associates throught,her,life Family included in particular her father and mother Richard and Florence Fowler her sister Mai Peter Baillie
264,the extended Fowler and Pearse families and with many friends and associates throught her life Family included in particular,her,father and mother Richard and Florence Fowler her sister Mai Peter Baillie 1889-1914 youngest brother to John Baillie
265,many friends and associates throught her life Family included in particular her father and mother Richard and Florence Fowler,her,sister Mai Peter Baillie 1889-1914 youngest brother to John Baillie and Donald Macpherson Baillie was educated at Inverness
266,ecumenical organisation working within Britain and Ireland Florence Jewel Baillie kept diaries and various other notebooks throughout most of,her,adult life John Baillie wrote a number of essays while studying at the University of Edinburgh and New
267,Catherine McIntyre She married John Baillie in 1885 and had previosly been married to a Mr Mackenzie She survived,her,husband and took her three sons John Donald Macpherson and Peter to live in Inverness For most of
268,John Baillie in 1885 and had previosly been married to a Mr Mackenzie She survived her husband and took,her,three sons John Donald Macpherson and Peter to live in Inverness For most of the rest of her
269,took her three sons John Donald Macpherson and Peter to live in Inverness For most of the rest of,her,live she lived with her unmarried son Donald In the period 1936-1944 John Baillie correponded with individuals including
270,Donald Macpherson and Peter to live in Inverness For most of the rest of her live she lived with,her,unmarried son Donald In the period 1936-1944 John Baillie correponded with individuals including Reinhold Niebuhr Neville Stuart Talbot
271,by Altschul Psychiatric nursing in the community 1979 Annie T. Altschul an Austrian by birth arrived in Britain with,her,mother in 1938 after the Anschluss The Altschuls were a Jewish family She trained as a nurse in
272,nurse in London in the 1940s and although qualifying as a general nurse and as a midwife she found,her,niche in psychiatric nursing After training at Mill Hill Emergency Hospital she moved to the merged Bethlem and
273,cuttings one intimating the award of OBE to Ian Fowler Baillie the other the birth of a son to,him,and his wife Sheila and Text of article by John Baillie published in the Scotsman on the then
274,had been Additional examiner for the BD degree in Divinity and Ecclesiastical History from 1921-1924 and which had awarded,him,an Honorary DD in 1933 Other academic positions included External Examiner for the BD in Divinity at the
275,own work and publications John Baillie kept a selection of periodicals and a file of cuttings with articles about,him,or of interest to him From 1930-1934 John Baillie was Roosevelt Professor of Systematic Theology at the Union
276,Baillie kept a selection of periodicals and a file of cuttings with articles about him or of interest to,him,From 1930-1934 John Baillie was Roosevelt Professor of Systematic Theology at the Union Theological Seminary New York During
277,had been Additional examiner for the BD degree in Divinity and Ecclesiastical History from 1921-1924 and which had awarded,him,an Honorary DD in 1933 Other academic positions included External Examiner for the BD in Divinity at the
278,books and manuscripts It was his purchase and collection of manuscripts that in 1844 led to serious charges against,him,of abstracting material from Trinity College Throughout his life he was an insatiable collector of rare books and
279,submarines In the post-War years John Binnie set up a medical practice in Midcalder and Susan Binnie worked for,him,in the practice for a short while She then worked as a pathologist at Bangour Hospital West Lothian
280,in 1864 Lundholm 's grandfather Carl Olof Lundholm a noted engineer was an associate of Alfred Nobel who asked,him,to manage his new fulminate of mercury plant at Westquarter near Falkirk in Scotland and was then appointed
281,the opening ceremony Verso photograph of Alan Greenwood speaking at a podium with an unidentified man seated next to,him,photograph of Alan Greenwood J.E Wilson and two unidentified men photograph of a seated group with an unidentified
282,assistant to Alan Greenwood in the section of Research on the Sex Physiology of the Fowl moving across with,him,to the Poultry Research Centre after 1947 Ching Fon-Pun was appointed to the genetics section of the Poultry
283,in Paris In 1826 however he was convicted with his brother William of tricking a wealthy heiress into marrying,him,and both he and his brother were sent to prison for three years While he was in prison
284,how glad he is that he is now a naturalised British subject Un-numbered letter from Thomson to Ledermann thanking,him,for sending a copy of his thesis and congratulating him on his doctorate Un-numbered letter in which Thomson
285,British subject Un-numbered letter from Thomson to Ledermann thanking him for sending a copy of his thesis and congratulating,him,on his doctorate Un-numbered letter in which Thomson expresses his pleasure at hearing Ledermann is to be an
286,Thomson expresses his pleasure at hearing Ledermann is to be an external examiner for a PhD thesis and asks,him,to take part in meetings about mental testing Material regarding Thomson 's review of Cyril Burt 's The
287,Ledermann regarding table 5 Un-numbered letter from Thomson to Ledermann regarding near-reciprocity Un-numbered postcard from Thomson to Ledermann thanking,him,for his birthday card and informing him of his son Hector Thomson 's engagement Un-numbered letter from Thomson
288,Thomson to Ledermann regarding near-reciprocity Un-numbered postcard from Thomson to Ledermann thanking him for his birthday card and informing,him,of his son Hector Thomson 's engagement Un-numbered letter from Thomson to Ledermann in which he asks him
289,informing him of his son Hector Thomson 's engagement Un-numbered letter from Thomson to Ledermann in which he asks,him,to take part in a lecture regarding factorial analysis Un-numbered letter from Thomson to Ledermann in which he
290,orthogonal axes retaining their orthogonality Un-numbered letter from Thomson to Ledermann in which he reproduces two matrices and asks,him,to undertake calculations regarding them Un-numbered letter from Thomson regarding the possibility of Ledermann taking up a vacancy
291,Room 70 Un-numbered letter from Thomson to Ledermann regarding Ledermann 's calculations Un-numbered letter from Thomson to Ledermann congratulating,him,on his new post at the University of St Andrews Un-numbered letter from Thomson to Ledermann regarding his
292,seventieth birthday Un-numbered draft of a letter from Ledermann to Lady Thomson Un-numbered letter from Thomson to Ledermann congratulating,him,on the birth of his child Un-numbered letter from Thomson to Ledermann referring to an article of Y
293,'s article The Correlation between Persons He reproduces equations Ledermann sent in response to his previous letter and asks,him,to clarify them and Thomson asks Ledermann to look at Thurstone 's Primary Mental Abilities in order to
294,Primary Mental Abilities in order to check the covariances of the estimated factors with Thomson 's own and refers,him,to Thurstone 's comments on Spearman 's g and Contains three letters largely unrelated In the first letter
295,numbered 8a 38 Thomson informs Ledermann that his Thomson 's manuscript regarding univariate selection has been sent back to,him,by F C Bartlett as the publisher requires it typed and advises him that his own manuscript has
296,selection has been sent back to him by F C Bartlett as the publisher requires it typed and advises,him,that his own manuscript has likely been sent back for the same reason In the second letter dated
297,regarding correlation co-efficients in a doubly centred matrix He tells Ledermann he was wrong in some respects and asks,him,further questions in relation to the work of Burt and Thomson asks Ledermann for his advice regarding his
298,none,hers,none
299,was educated at Daniel Stewart 's College and the University of Edinburgh where he studied philosophy and divinity After,his,ordination he spent three years as an army Chaplain and then in 1948 was inducted to Dunollie Road
300,chair of practical theology and Christian ethics at the University of St Andrew 's where he remained until 1987,his,primary interests were in liturgy and ecclesiastical architecture and he also lectured on pastoral care James Whyte was
301,became a key figure in the Scottish evangelical movement of the mid-20th century and travelled extensively throughout Britain in,his,capacity as evangelist for the Church of Scotland In 1955 when Billy Graham held his 'All Scotland Crusade
302,extensively throughout Britain in his capacity as evangelist for the Church of Scotland In 1955 when Billy Graham held,his,'All Scotland Crusade Tom Allan was Chairman of the organizing committee In 1955 Rev Tom Allan accepted a
303,Errol in Perthshire son of the Reverend Alexander Cheyne United Free Church Minister of Errol and Catherine Anna Campbell,his,sister Mona was born in 1925 and brother George in 1927 He was educated at Kirkcaldy High School
304,for the ministry of the Church of Scotland He graduated BD with distinction in Ecclesiastical History in 1956 Following,his,graduation from New College Alec Cheyne was granted a post-graduate year on the continent first at Tubingen to
305,Board and was Principal of the Faculty of Divinity and New College from 1984 to 1986 the year of,his,retiral Professor Cheyne died on March 31st 2006 BAI Papers of Professor John Baillie and Baillie Family Papers
306,Kingdom of God A Minister 's Library Fruits of love in the early Church Martin Luther the man and,his,work Christianity as the Religion of Love Primitive Church Order The Preaching of Christian Truth Regeneration and Conversion
307,the history of the world and Selection of miscellaneous notes and ephemera including items removed by John Baillie from,his,pocket book on different occasions including United States Immigrant Identification cards for himself and his wife syllabus cards
308,by John Baillie from his pocket book on different occasions including United States Immigrant Identification cards for himself and,his,wife syllabus cards and agendas of meetings Also includes notes on ecumenism press cuttings and calling cards of
309,Ross Mackintosh for the Edinburgh Presbytery of the Church of Scotland and Correspondence and related items including letters from,his,wife Florence Jewel Baillie his brother Donald Macpherson Baillie Ifor Leslie Evans and Reinhold Niebuhr Includes material relating
310,Presbytery of the Church of Scotland and Correspondence and related items including letters from his wife Florence Jewel Baillie,his,brother Donald Macpherson Baillie Ifor Leslie Evans and Reinhold Niebuhr Includes material relating to the estate of John
311,in others in mostly Britain the United States and Canada and including the solicitors handling Richard Fowler 's estate,his,cousin Elizabeth Catherine Elsa Gallant his brother Donald Macpherson Baillie his cousin Ian Anderson Reinhold Niebuhr George Freeland
312,United States and Canada and including the solicitors handling Richard Fowler 's estate his cousin Elizabeth Catherine Elsa Gallant,his,brother Donald Macpherson Baillie his cousin Ian Anderson Reinhold Niebuhr George Freeland Barbour and various publishers and Correspondence
313,including the solicitors handling Richard Fowler 's estate his cousin Elizabeth Catherine Elsa Gallant his brother Donald Macpherson Baillie,his,cousin Ian Anderson Reinhold Niebuhr George Freeland Barbour and various publishers and Correspondence press cuttings and related items
314,Anderson Reinhold Niebuhr George Freeland Barbour and various publishers and Correspondence press cuttings and related items including letters from,his,brother Donald Macpherson Baille Alexander Martin Reinhold Niebuhr Henry Sloane Coffin William Temple the Archbishop of Canterbury and
315,for women 's groups and Bound photograph programme and list of those present presented to John Baillie to commemorate,his,visit to Geelong in 1948 and Letters marked by Florence Jewel Baillie as 'to answer from friends in
316,comparing them with fifty years previously and Correspondence and related items relating to the attendence of John Baillie and,his,wife at the coronation of Elizabeth II and Booklets hymnsheet presscutting programme and Correspondence press cuttings and related
317,related items including material relating to the Ridell Memorial lectures and the Edinburgh Famine Relief Committee and letters from,his,wife Florence Jewel Baillie his brother Donald Macpherson Baillie Arnold Joseph Toynbee publishers and individuals within the YMCA
318,to the Ridell Memorial lectures and the Edinburgh Famine Relief Committee and letters from his wife Florence Jewel Baillie,his,brother Donald Macpherson Baillie Arnold Joseph Toynbee publishers and individuals within the YMCA and Lectures given to classes
319,itineraries leaflets brochures travel documentation press cuttings and other items relating to the trip taken by John Baillie and,his,wife to Australia New Zealand and the United States in 1948 Includes material relating to the Presbyterian Church
320,consists of:2 family trees of the Baillie family giving the descendants of Rev John Baillie of Gairloch and of,his,brother Peter.biographical notes on Elizabeth Catherine Gallant and Ian Mona Anderson and An essay written by John Baillie
321,Martin and Letters received by Peter Baillie primarily while he was in India and letters to the family following,his,death and 3 booklets of lecture and other notes covering various aspects of theology and other subjects and
322,Two years work on the Reich 's motorway newspapersnotes and ephemera and Selected items relating to John Baillie including,his,YMCA identification from the First World War correspondence press cuttings and club handbooks and An essay written by
323,and Paper entitled Conversion accompanied by notes and by a letter to John Baillie from Donald Macpherson Baillie offering,his,opinion The paper looks at theological issues such as baptism and conversion puting them in a historical context
324,by Florence Jewel Baillie on history culture geography and other aspects of New Zealand correspondence including letters to her,mother,lists and itineraries and Broadcast by John Baillie of a prayer and Correspondence books consists of letters royalty
325,when they first met until the year before John Baillie died and Letters to Florence Jewel Baillie from her,mother,Florence Fowler covering personal family and social matters and Broadcast by John Baillie talking of his time in
326,2 of and Copy of a sermon given by Donald Macpherson Baillie and Letters to John Baillie from his,mother,Annie Baillie and his brother Donald Macpherson Baillie and primarily covering the period when John Baillie was based
327,personal and professional correspondence and Letters received by John Baillie and an obituary notice concerning the death of his,mother,Annie Baillie and Letters to John Baillie from his wife Florence Jewel Baillie originally filed as discrete bundles
328,of his family his wife Florence Jewel Baillie before and after their marriage his brother Donald Macpherson Baillie his,mother,Annie Baillie John Baillie 1829-1891 was born at Beauly Inverness-shire the son of Peter Baillie and Christina Fraser
329,and Pearse families and with many friends and associates throught her life Family included in particular her father and,mother,Richard and Florence Fowler her sister Mai Peter Baillie 1889-1914 youngest brother to John Baillie and Donald Macpherson
330,Altschul Psychiatric nursing in the community 1979 Annie T. Altschul an Austrian by birth arrived in Britain with her,mother,in 1938 after the Anschluss The Altschuls were a Jewish family She trained as a nurse in London
331,Words McKenzies II Mrs McInnes 'Boys chant story of the crucifixion Duinneag New Years chant Mrs McInnes from her,mother,7 Rhythm 'Milking Song from Peggy MacDonald S. Uist 'Ghille Dubh ca treig mi Thug mi n oidche
332,Granville 1868-1946Roberton Hugh S 1874-1952 composer Riddell Henry Scott 1798-1870 Scottish poet Wood Mary Louisa 1839-1925 organist composer The,mother,of Manx Music c 1908-1917English Scottish Gaelic and Scots dialect Various sheet music 'Highland Love Song'/'Gu ma slan
333,Words McKenzies II Mrs McInnes 'Boys chant story of the crucifixion Duinneag New Years chant Mrs McInnes from her,mother,7 Rhythm 'Milking Song from Peggy MacDonald S. Uist 'Ghille Dubh ca treig mi Thug mi n oidche
334,Baillie was born on 16 March 1664 He was the son of Robert Baillie of Jerviswood and through his,mother,Rachel grandson of Sir Archibald Johnston of Warriston Edinburgh Lord Warriston in the Cromwellian Parliament.Baillie 's father was
335,and working throughout and Thomson stresses that he does not wish Ledermann to reply to the letter while his,mother,is visiting He refers to a manuscript he sent Ledermann regarding the connection between estimation and selection outlining
336,British Journal of Psychology with some minor corrections He tells Ledermann he should take some time off when his,mother,visits him and apologises for not being able to invite him to Glenapp Also includes a manuscript numbered
337,London on Thursday 26 June 1902 He was the first British monarch of the House of Saxe-Coburg-Gotha Edward 's,mother,Queen Victoria had died eighteen months earlier at Osborne House on the Isle of Wight on 22 January
338,Denmark They were married at St. George 's Chapel Windsor on 10 March 1863 Before the death of his,mother,and his own accession to the throne Edward held the title of Prince of Wales No-one since Edward
339,volume forming the collection are brief notes on a building in Lanark loose letter dated 1816 to 'My dear,mother,from Menzies offprintThe image of clay that the screw-maker set up George Stephens Denmark 1885 various letters 1855-1856
340,in Hamburg Already as a boy he was writing music with skill and maturity He first studied with his,mother,and then studied in Berlin with various teachers and then in Paris HisOverture to a Midsummer Night 's
341,dated 1597 320mm by 170mm. notarial mark of Stephan Patersonne Copy of a contract between Johne Spotiswood and his,mother,in Scots on paper dated 1597 380mm by 300mm Copy of a letter addressed to Lodovick Duke of
342,small damage to last leaf Bond of Corroboration issued by James Sinclair of Roslin for Thomas Douglas and his,mother,in Scots on paper dated 1664 305mm by 1110mm. some damage to last leaf Sasine of Jacob David
343,Heinemann 1965-1967 relating to a possible book about the Clinic family papers such as birth certificate of Rushforth 's,mother,and brother and wedding banns of parents family art-work and childrens notebooks childrens school reports travel notes or
344,Mental Health Foundation of Australia In E2012.09 4 x folders containing correspondence being 1containing correspondence between Winifred and her,mother,– 1920s 1 containing Salisbury Centre related correspondence – undated and 1981 1 containing correspondence with Cary Welch
345,was the third of the five children of John and Agnes Bartholomew Her father was a farmer and her,mother,a musician She was educated at Edinburgh Ladies College between 1895 and 1903 and then she studied at
346,Politicians brought him more attention and of course new commissions On the death of his father in 1812 his,mother,and sister came to London to join him and from 1812 the family lived in Kensington initially at
347,Sorabji on 14 August 1892 in Chingford Essex He was the son of a Parsi father and a Spanish-Sicilian,mother,As a composer Sorabji was self-taught As a critic Sorabji was connected to the radical weekly New Age
348,well as a photograph of Charles sitting in a garden c1910s and formal photographic portraits of Lady Thomson 's,mother,and Sister c1900s There are also photographs of ancestors and more distant relatives some with contextual information inscribed
349,theological matters arranged by subject and Letters from Florence Jewel Fowler to her aunts Mary Sarah Fowler and her,father,Richard Fowler letters from John Baillie to Mai Fowler and Review by John Baillie of The Seed and
350,John Baillie focusing largely on Scottish history and Scots in Canada and Letters to Florence Jewel Baillie from her,father,Richard Fowler covering personal family and social matters and Letters received by Donald Macpherson Baillie primarily from John
351,Christian Civilization with revisions and prints and Condolence letters received by Ian Fowler Baillie following the death of his,father,and YMCA consists of circulars pamphlets and reports and Diary covering the period 28 June 1917 27 April
352,Baillie 's BBC broadcasts and Church of Scotland and YMCA matters and writing by Ian Fowler Baillie about his,father,John Baillie and File originaly marked as '2nd carbon copy containing manuscripts and page proofs relating to the
353,was a graduate of both the University of Edinburgh and Free Church College Edinburgh Following the death of his,father,in 1891 the family home was at Inverness and John junior was educated at Inverness Royal Academy and
354,was a graduate of both the University of Edinburgh and Free Church College Edinburgh Following the death of his,father,in 1891 the family home was at Inverness and John junior was educated at Inverness Royal Academy and
355,extended Fowler and Pearse families and with many friends and associates throught her life Family included in particular her,father,and mother Richard and Florence Fowler her sister Mai Peter Baillie 1889-1914 youngest brother to John Baillie and
356,Eriskay An Nighean Dubh 'The Short Apron 'Mrs Mc Donald Milking Song 'Talamh Chriòst Lullaby to Christ Mrs McInnes,father,Allan 's favourite 'Soraidh Mrs McInnes version A father 's song to his boys from war Sailing John
357,Donald Milking Song 'Talamh Chriòst Lullaby to Christ Mrs McInnes Father Allan 's favourite 'Soraidh Mrs McInnes version A,father,'s song to his boys from war Sailing John Campbell P.O Erisgay S e gillean mo run a
358,22 h Largo Skye Talamh 'Lullaby 'Waulking Song from A. Maclean 'Air comp compiled by Arch Archibald Maclean 's,father,Raasay 'Waulking Song Mrs Macdougall Lochmaddy 'Mrs Macdougall Lochmaddy 'S gur tu mo nighean donn bhòidheach A Lament
359,mainly in pencil some in ink presumably Marjory Kennedy-Fraser 's original notations of the songs including 'Lament Sung at,father,Allan 's Funeral Cha tig mor 'In praise of the Islands An gille dubh ciar dubh Barra Version
360,Luadh Mingulay Woman Lament on a boat going down the men drowned Archie Love song Skye Fisher 'Dandling song,father,Allan 's Hugoryano Mrs O'Henly Drinking Song 'Syncopated rythm Mrs O'Henly 'Mrs Langley Paterson Building Gaelic Songs Cole
361,Greek Cradle Song Hypnotic 'Fate Croon 'Kirsty Eigg Waulking Song Caman àr Falilo thugaibh O 'Waulking Songs from Benbecula,father,Macmillan 8 Aug. August 1911 'Waulking at the Glen 3 August 1911 'Seal-Woman 's Mrs Catriona Campbell 'At
362,Words wanted Mrs Cameron Mrs Maclean have words 'Isabell Eigg Labour Song 'Waulking 'Milking Song Oran Buaile 'Dandling Song,father,Allans Penny O Ho ro o gu Mrs O'Henley 'Kirsty Eigg `` Uvil uvil prayeel Words Milking Croon
363,Macleod Quern Song Km has more words Carmicha holigan 'Waulking Songs from Benbecula changed ironically to the MacKenzies Johnstons,father,Macmillan Calum 's wife Aug August 8 1911 and Marjory Kennedy-Fraser arrangements for piano printed Scots Suites Book
364,Eriskay An Nighean Dubh 'The Short Apron 'Mrs Mc Donald Milking Song 'Talamh Chriòst Lullaby to Christ Mrs McInnes,father,Allan 's favourite 'Soraidh Mrs McInnes version A father 's song to his boys from war Sailing John
365,Donald Milking Song 'Talamh Chriòst Lullaby to Christ Mrs McInnes Father Allan 's favourite 'Soraidh Mrs McInnes version A,father,'s song to his boys from war Sailing John Campbell P.O Erisgay S e gillean mo run a
366,22 h Largo Skye Talamh 'Lullaby 'Waulking Song from A. Maclean 'Air comp compiled by Arch Archibald Maclean 's,father,Raasay 'Waulking Song Mrs Macdougall Lochmaddy 'Mrs Macdougall Lochmaddy 'S gur tu mo nighean donn bhòidheach A Lament
367,fish small music sheet in Miss Tolmie 's hand attached 'Erisgay Lullaby'/'Ho ro Lady bheag marked 'August 1905 From,father,Allan 's Housekeeper'.Previous referenceGen 280Four bundles of Marjory Kennedy-Fraser arrs arrangements of songs Part 1 2 3 4Allt
368,fish small music sheet in Miss Tolmie 's hand attached 'Erisgay Lullaby'/'Ho ro Lady bheag marked 'August 1905 From,father,Allan 's Housekeeper'.Previous referenceGen 280Hebrides Scotland -- Folk musicBox Gen. 2811 boxc 1900-1930English Scottish Gaelic and Scots dialectCondition
369,mainly in pencil some in ink presumably Marjory Kennedy-Fraser 's original notations of the songs including 'Lament Sung at,father,Allan 's Funeral Cha tig mor 'In praise of the Islands An gille dubh ciar dubh Barra Version
370,Luadh Mingulay Woman Lament on a boat going down the men drowned Archie Love song Skye Fisher 'Dandling song,father,Allan 's Hugoryano Mrs O'Henly Drinking Song 'Syncopated rythm Mrs O'Henly 'Mrs Langley Paterson Building Gaelic Songs Cole
371,Greek Cradle Song Hypnotic 'Fate Croon 'Kirsty Eigg Waulking Song Caman àr Falilo thugaibh O 'Waulking Songs from Benbecula,father,Macmillan 8 Aug. August 1911 'Waulking at the Glen 3 August 1911 'Seal-Woman 's Mrs Catriona Campbell 'At
372,Words wanted Mrs Cameron Mrs Maclean have words 'Isabell Eigg Labour Song 'Waulking 'Milking Song Oran Buaile 'Dandling Song,father,Allans Penny O Ho ro o gu Mrs O'Henley 'Kirsty Eigg `` Uvil uvil prayeel Words Milking Croon
373,Macleod Quern Song Km has more words Carmicha holigan 'Waulking Songs from Benbecula changed ironically to the MacKenzies Johnstons,father,Macmillan Calum 's wife Aug August 8 1911 Previous referencesGen 287 E60/25Waulking songsHebrides Scotland -- Folk musicMiscellaneous proofs
374,Church minister Gairloch consist of certificatescorrespondencelegal papersmemorialsreligious textstheological notes and Letters sent to Richard Fowler from his wife his,daughter,and from John Baillie concerning John Baillie and Florence Jewel Fowler 's plans to marry and John Baillie
375,land overseas and in the international order Florence Jewel Fowler was born in 1893 at Erdington near Birmingham the,daughter,of Richard Fowler land agent surveyor and his wife Florence Pearse During the First World War she was
376,the University of Edinburgh and New College He also gave lectures Annie Baillie was born Anne Macpherson c1853 the,daughter,of shipmaster Donald Macpherson and his wife Catherine McIntyre She married John Baillie in 1885 and had previosly
377,in Box 1 concertos of C. P. E. Bach son of Johann Sebastian Bach an opera The admiral 's,daughter,by Dr. H. F. Henniker 1930 and a symphony in three movements music and libretto to David Rizzio
378,go to the ewebuchts Marion and 'Tak yer auld cloak arrangements for solo and piano manuscript 'Lord Ullin 's,daughter,poetry by Thom Campbell music by Edward Land 'Lucy 's Flittin '' and 'The Weary Pound o Tow
379,go to the ewebuchts Marion and 'Tak yer auld cloak arrangements for solo and piano manuscript 'Lord Ullin 's,daughter,poetry by Thom Campbell music by Edward Land 'Lucy 's Flittin '' and 'The Weary Pound o Tow
380,out from larger collections Marjory Kennedy-Fraser singer pianist folk-song collector and arranger was born in 1857 She was the,daughter,of singer David Kennedy 1825-1886 Her series of works The songs of the Hebrides published variously between 1909
381,and bibliophile Sir Thomas Phillipps 1792-1872 He soon became a house guest and in 1842 Halliwell married the eldest,daughter,of Sir Thomas Phillipps after which he assumed the name of James Orchard Halliwell-Phillipps Also at this time
382,Sir Thomas Middleton Memorial Trust and Lecture 1948-1968 and circa 35 letters of condolence on the death of his,daughter,Margaret There is a photograph of Middleton by C. Vandyk of Buckingham Palace Road London and a photograph
383,Animal Genetics Photographs from the Poultry Research Centre Page mounted with two photographs of Stefan Kopec one with his,daughter,Maria Page mounted with black and white print of a painted portrait of F.A.E Crew Page captioned 'New
384,corrections and Recto photograph of Alan Greenwood with the Lord Provost of Edinburgh Duncan Weatherstone and his wife and,daughter,photograph of Alan Greenwood with Professor Sewall Wright and Mrs Toby Carter both pictures taken at a barbeque
385,Bush for the Congress on 10 August 1963 Verso Alan Greenwood with Jim Wilson Professor Alex Robertson and his,daughter,at a barbeque at Bush for the Congress on 10 August 1963 photograph of Alan Greenwood seated at
386,of letters and articles and reports relating to Wakefield family in the Irma O'Connor papers Irma O'Connor was the,daughter,of Edward Jerningham Wakefield held at Canterbury Museum Archives with listing and description copies of articles and off-prints
387,gave the Act of Union a majority in the Scottish Parliament Earlier in September 1691 he married Grisell the,daughter,of Sir Patrick Hume.He served in the Scottish Parliament as MP for Berwickshire 1693-1698 and 1700-1701 and MP
388,letters 1992-2001 chapter notes word-processed notes Rosalind Mary Wrong was born on 11 April 1919 She was the eldest,daughter,of the Oxford mathematician Edward Murray Wrong 1889-1928 and Rosalind Grace Wrong Smith 1892-1983 and grand-daughter of the
389,born at Buckingham Palace London on 9 November 1841 His wife Queen Alexandra was a Princess of Denmark elder,daughter,of King Christian IX of Denmark They were married at St. George 's Chapel Windsor on 10 March
390,Queen Street Edinburgh Professor Allan Menzies died in 1856 aged 51 He was buried in Dean Cemetary Edinburgh Menzies,daughter,married the Victorian landscape painter John MacWhirter Coll-1110 Collection of Glass Slides used as Teaching Aids Moray House
391,the British Empire C.B.E He also held an honorary LL.D He had married the Hon Bride Faith Louisa Fremantle,daughter,of Colonel Sir Thomas Francis Fremantle 3rd Baron Cottesloe in August 1936 There were three children Margaret born
392,to the English Bar In 1773 he returned to France On 11 November 1774 Maconochie married Elizabeth Welwood a,daughter,of Robert Welwood of Garvock and Pitliver Fife and grand-daughter of Sir George Preston of Valleyfield Also in
393,was affiliated with the Charing Cross Hospital and the London Fever Hospital Earlier in 1894 he married Beatrice Fielden,daughter,of Joshua Fielden MP He was the first person to note that the alimentary and the nervous system
394,William Home Cook Robertson Maxtone Graham and Thomas McLintock The couple had a son in 1942 and then a,daughter,in 1945 In May 1975 Florence gave her war-time wedding outfit the receipts for it and trousseau items
